@relation 'gesture-weka.filters.unsupervised.attribute.Remove-R31_gesture-weka.filters.unsupervised.attribute.Remove-V-R3,7-11,12-26,27-30,357'

@attribute ratio numeric
@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute fingerDirection_f1_x numeric
@attribute fingerDirection_f1_y numeric
@attribute fingerDirection_f1_z numeric
@attribute fingerDirection_f2_x numeric
@attribute fingerDirection_f2_y numeric
@attribute fingerDirection_f2_z numeric
@attribute fingerDirection_f3_x numeric
@attribute fingerDirection_f3_y numeric
@attribute fingerDirection_f3_z numeric
@attribute fingerDirection_f4_x numeric
@attribute fingerDirection_f4_y numeric
@attribute fingerDirection_f4_z numeric
@attribute fingerDirection_f5_x numeric
@attribute fingerDirection_f5_y numeric
@attribute fingerDirection_f5_z numeric
@attribute fingerAngle_1 numeric
@attribute fingerAngle_2 numeric
@attribute fingerAngle_3 numeric
@attribute fingerAngle_4 numeric
@attribute class {G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24}

@data
0,86.028336,78.177155,79.379066,76.011604,62.630562,-0.725421,0.49793,-0.475215,-0.747251,-0.24354,-0.618308,-0.822524,-0.278022,-0.496143,-0.833376,-0.41991,-0.359388,-0.916251,-0.300635,-0.264768,0,0,0,0,G03
0,85.49868,76.781746,77.636978,75.58992,62.248806,-0.73209,0.499459,-0.463233,-0.741251,-0.293227,-0.603792,-0.819064,-0.32062,-0.475749,-0.827313,-0.440817,-0.348186,-0.910543,-0.32676,-0.253257,0,0,0,0,G03
0,87.245255,77.072006,78.174576,76.964363,63.274555,-0.731072,0.511591,-0.451451,-0.748811,-0.284343,-0.598691,-0.827214,-0.304649,-0.472129,-0.847107,-0.381713,-0.369736,-0.926563,-0.256263,-0.275335,0,0,0,0,G03
0,85.379448,76.827271,77.867683,77.745735,63.783207,-0.742861,0.488596,-0.457636,-0.761402,-0.296599,-0.576452,-0.833535,-0.322111,-0.448847,-0.856511,-0.375195,-0.354425,-0.934522,-0.24446,-0.258665,0,0,0,0,G03
0,85.555016,76.797905,77.639587,77.279465,63.795628,-0.749043,0.47624,-0.460576,-0.777369,-0.27605,-0.565237,-0.847504,-0.310663,-0.430378,-0.865682,-0.367364,-0.340057,-0.945587,-0.20935,-0.249072,0,0,0,0,G03
0,85.765778,78.360634,78.929214,76.984718,63.796413,-0.709431,0.496319,-0.500376,-0.762579,-0.295454,-0.575483,-0.834441,-0.329185,-0.44198,-0.855845,-0.355537,-0.375664,-0.938814,-0.19678,-0.282677,0,0,0,0,G03
0,86.093292,77.339348,77.989601,77.36496,63.894775,-0.742537,0.477094,-0.470127,-0.755046,-0.32923,-0.567021,-0.821579,-0.361556,-0.440778,-0.847746,-0.389903,-0.359587,-0.930886,-0.247656,-0.268547,0,0,0,0,G03
0,85.385231,78.734116,79.606102,78.842628,64.404373,-0.733701,0.508092,-0.451137,-0.760054,-0.287174,-0.582965,-0.825139,-0.326564,-0.460979,-0.858985,-0.333799,-0.38823,-0.934306,-0.217013,-0.282804,0,0,0,0,G03
0,85.27829,79.369553,79.878181,79.086098,65.027077,-0.725295,0.521448,-0.449488,-0.763444,-0.289445,-0.577386,-0.828398,-0.32557,-0.455808,-0.860617,-0.335889,-0.382774,-0.936766,-0.201011,-0.286468,0,0,0,0,G03
1,0.429854,1,0.418702,0.370124,0.377299,0.183022,0.2606,-0.94794,-0.127993,0.782159,-0.609791,0.08358,-0.91251,0.400426,-0.082044,-0.872097,0.482407,-0.160741,-0.920133,0.357096,0,0,0,0,G04
1,0.418821,1,0.471374,0.388564,0.385263,0.121753,0.269585,-0.955249,-0.16448,0.766959,-0.620258,0.071788,-0.952922,0.294593,-0.056096,-0.910422,0.409861,-0.137798,-0.936899,0.321297,0,0,0,0,G04
1,0.411474,1,0.409007,0.371313,0.373448,0.128328,0.258366,-0.957486,-0.163928,0.769349,-0.617438,0.120916,-0.885672,0.448291,-0.048488,-0.879256,0.473875,-0.148658,-0.9162,0.372126,0,0,0,0,G04
1,0.410909,1,0.408917,0.370462,0.37342,0.128339,0.260048,-0.957029,-0.164618,0.770141,-0.616266,0.121675,-0.886752,0.445943,-0.046564,-0.876009,0.480041,-0.142505,-0.915351,0.376596,0,0,0,0,G04
1,0.410203,1,0.374814,0.356882,0.364087,0.140152,0.229413,-0.963186,-0.177332,0.757759,-0.627977,0.208113,-0.734929,0.645421,0.02792,-0.75441,0.655809,-0.094526,-0.845034,0.526292,0,0,0,0,G04
1,0.454138,1,0.371723,0.421126,0.401866,0.121487,0.180748,-0.975998,-0.089846,0.763783,-0.639189,0.132122,-0.725279,0.675658,-0.193273,-0.922966,0.332836,-0.262845,-0.929533,0.258612,0,0,0,0,G04
1,0.462438,1,0.405885,0.41384,0.396926,0.105832,0.190535,-0.975959,-0.083888,0.768674,-0.634116,0.040357,-0.876591,0.47954,-0.181537,-0.928666,0.323456,-0.27293,-0.927153,0.256702,0,0,0,0,G04
1,0.432055,1,0.417762,0.380075,0.378465,0.064338,0.252438,-0.965472,-0.162081,0.763352,-0.625319,0.107014,-0.898122,0.426526,-0.079771,-0.888815,0.45127,-0.184664,-0.917681,0.351796,0,0,0,0,G04
1,0.437229,1,0.418411,0.392207,0.383578,0.136752,0.217026,-0.96654,-0.101279,0.762115,-0.639471,0.056615,-0.898375,0.435566,-0.143045,-0.909944,0.38928,-0.205547,-0.921531,0.32944,0,0,0,0,G04
1,0.405062,1,0.418617,0.368005,0.374181,0.209196,0.262245,-0.942053,-0.139054,0.770604,-0.621959,0.108547,-0.904365,0.412724,-0.040233,-0.864071,0.501759,-0.108034,-0.902269,0.417419,0,0,0,0,G04
0,56.909607,63.182133,63.799103,56.804741,53.229282,-0.005887,0.328425,-0.944512,-0.208365,-0.546073,-0.811411,-0.353761,-0.575763,-0.737123,-0.446435,-0.552716,-0.703705,-0.547171,-0.46412,-0.696561,0,0,0,0,G05
0,56.733681,62.930561,63.684429,56.692204,52.690052,-0.002466,0.332698,-0.94303,-0.246513,-0.567507,-0.7856,-0.394233,-0.573208,-0.71834,-0.475278,-0.55827,-0.680033,-0.588323,-0.444142,-0.675732,0,0,0,0,G05
0,57.431141,62.91283,63.592411,56.924549,52.79847,0.005302,0.289552,-0.957148,-0.254903,-0.581821,-0.77234,-0.401931,-0.598818,-0.692725,-0.493054,-0.543783,-0.679115,-0.59432,-0.46014,-0.659587,0,0,0,0,G05
0,57.556625,62.935352,63.66293,56.665905,52.71973,-0.003336,0.317136,-0.948374,-0.245101,-0.566793,-0.786556,-0.392651,-0.582009,-0.712103,-0.481167,-0.549443,-0.683074,-0.585751,-0.458044,-0.668649,0,0,0,0,G05
0,57.221302,63.014645,63.803925,56.599281,52.735455,-0.000329,0.326135,-0.945323,-0.234878,-0.549516,-0.801788,-0.38242,-0.572226,-0.725475,-0.468824,-0.55647,-0.685962,-0.575465,-0.462706,-0.674347,0,0,0,0,G05
0,57.076557,63.077011,63.626015,56.654556,53.054577,-0.004522,0.329092,-0.944287,-0.210015,-0.550925,-0.807698,-0.356445,-0.584573,-0.72885,-0.447431,-0.557579,-0.699222,-0.550832,-0.469734,-0.68988,0,0,0,0,G05
0,56.717705,62.954346,63.701458,56.708561,52.852848,-0.003516,0.347167,-0.937797,-0.21916,-0.548421,-0.806972,-0.367456,-0.573528,-0.732149,-0.453075,-0.562537,-0.691574,-0.561233,-0.474445,-0.678173,0,0,0,0,G05
0,56.585194,63.021381,63.935059,57.028118,53.065727,-0.026735,0.360233,-0.932479,-0.223962,-0.527292,-0.819637,-0.372583,-0.538956,-0.755452,-0.45122,-0.575142,-0.682358,-0.560696,-0.489189,-0.668067,0,0,0,0,G05
0,55.640053,63.097839,63.875469,57.036617,53.158035,-0.020734,0.349349,-0.936763,-0.209883,-0.533366,-0.819432,-0.356823,-0.562479,-0.745852,-0.445247,-0.559851,-0.6988,-0.549583,-0.481174,-0.682957,0,0,0,0,G05
0,56.22739,63.194923,63.821186,56.789341,53.051338,-0.011095,0.340337,-0.940238,-0.214424,-0.537687,-0.815423,-0.359651,-0.570852,-0.738092,-0.450982,-0.550154,-0.702813,-0.553355,-0.466182,-0.69027,0,0,0,0,G05
0.025965,0.665393,0.801596,1.107511,1.051972,0.866532,-0.253911,0.122201,-0.959477,-0.412281,-0.341379,-0.84468,-0.014861,0.756939,-0.653316,-0.150549,0.754433,-0.638878,-0.184423,0.753744,-0.63076,0.08982,0.232853,0,0,G06
0.025441,0.713698,0.510968,1.109599,1.05077,0.867204,-0.236768,0.139053,-0.961564,0.19172,-0.980479,0.043638,-0.042389,0.683614,-0.728612,-0.148765,0.724443,-0.673091,-0.172967,0.758308,-0.628532,0.107844,0.228394,0,0,G06
0.011576,0.679069,1.119332,1.149426,1.08687,0.901293,-0.265291,0.131507,-0.955158,-0.565446,0.640186,-0.520031,-0.015263,0.767589,-0.640761,-0.20462,0.715199,-0.668297,-0.183239,0.754647,-0.630025,0.640547,0.067116,0.273627,0,G06
0.024302,0.710687,0.523015,1.118401,1.05081,0.861169,-0.284778,0.131435,-0.94954,0.148398,-0.98704,-0.061068,-0.083795,0.694456,-0.71464,-0.170649,0.714672,-0.678324,-0.193894,0.752094,-0.629888,0.122337,0.229929,0,0,G06
0.024833,0.704886,0.498696,1.115703,1.051511,0.861274,-0.230649,0.109946,-0.966806,0.256876,-0.96563,0.039677,-0.059455,0.702981,-0.708719,-0.154153,0.725917,-0.670285,-0.19189,0.746027,-0.637669,0.117745,0.224556,0,0,G06
0.025364,0.706123,0.481488,1.113953,1.051386,0.861564,-0.231418,0.128564,-0.964322,0.274801,-0.958089,0.080928,-0.057767,0.691061,-0.720484,-0.157151,0.72494,-0.670646,-0.19817,0.745125,-0.636802,0.111687,0.221393,0,0,G06
0.02393,0.712182,0.626116,1.117292,1.050908,0.864221,-0.230569,0.058834,-0.971276,-0.001929,-0.931403,-0.363986,-0.062029,0.730408,-0.680189,-0.158589,0.747564,-0.644979,-0.172644,0.757859,-0.62916,0.116604,0.246862,0,0,G06
0.02397,0.70626,0.626371,1.117476,1.051033,0.863415,-0.232744,0.070244,-0.969998,-0.00508,-0.92796,-0.372645,-0.066843,0.725753,-0.684701,-0.16324,0.727727,-0.666158,-0.180684,0.750535,-0.635649,0.119537,0.240432,0,0,G06
0.024064,0.710734,0.608514,1.121078,1.048578,0.862494,-0.22578,0.063272,-0.972121,0.02086,-0.948677,-0.315557,-0.079241,0.699354,-0.710369,-0.204597,0.686517,-0.697735,-0.196198,0.729945,-0.654742,0.10021,0.258241,0,0,G06
0.02641,0.683684,0.692096,1.113291,1.049724,0.861831,-0.243785,0.108232,-0.963771,-0.15531,-0.761937,-0.628753,-0.031148,0.702769,-0.710736,-0.190982,0.720956,-0.666145,-0.210863,0.727522,-0.652877,0.069582,0.243983,0,0,G06
1,0.674065,1,0.373985,0.362198,0.375471,-0.908256,0.142806,-0.393291,-0.993904,-0.074012,-0.081716,0.651383,-0.082127,0.754292,0.65736,0.043547,0.752317,0.558995,0.1538,0.814782,0,0,0,0,G07
1,0.672202,1,0.37935,0.36432,0.375346,-0.943546,0.020427,-0.330611,-0.993338,-0.06643,-0.094159,0.6714,0.026377,0.740626,0.657935,0.190018,0.728708,0.582126,0.262064,0.769709,0,0,0,0,G07
1,0.670781,1,0.37358,0.361618,0.375356,-0.914312,0.060036,-0.400536,-0.987384,-0.138786,-0.076236,0.656722,0.034737,0.753332,0.650121,0.160927,0.742593,0.552002,0.255949,0.793589,0,0,0,0,G07
1,0.694051,1,0.40269,0.386665,0.388395,-0.943288,0.056113,-0.327199,-0.996169,-0.058304,-0.065177,0.620768,0.014647,0.783858,0.602812,0.191012,0.774682,0.520116,0.263988,0.812274,0,0,0,0,G07
1,0.694786,1,0.385523,0.370683,0.382299,-0.940143,0.018488,-0.340279,-0.994471,-0.079727,-0.068348,0.645566,0.034848,0.762909,0.622616,0.214898,0.752441,0.539611,0.278886,0.794382,0,0,0,0,G07
1,0.684293,1,0.382572,0.365727,0.370316,-0.950814,0.033298,-0.307967,-0.997602,-0.04331,-0.053982,0.669199,0.038012,0.74211,0.665976,0.203502,0.717679,0.612761,0.289014,0.735524,0,0,0,0,G07
1,0.684028,1,0.389181,0.373314,0.384042,-0.91949,0.034762,-0.391574,-0.989875,-0.111552,-0.087774,0.59048,0.027565,0.806581,0.566921,0.198389,0.799526,0.461652,0.268222,0.845538,0,0,0,0,G07
0.022686,0.83891,1.21887,0.454391,0.436692,0.461753,-0.866904,0.307607,-0.392244,-0.98783,-0.08807,-0.1282,0.63864,-0.212218,0.739664,0.605217,-0.053307,0.794274,0.469455,-0.004818,0.882943,0.483542,0,0,0,G07
1,0.676494,1,0.372587,0.360499,0.372263,-0.909678,0.033017,-0.414,-0.984925,-0.133925,-0.109484,0.638789,-0.002942,0.769377,0.627093,0.129663,0.768077,0.530628,0.220114,0.818525,0,0,0,0,G07
0.021745,0.818765,1.252618,0.480676,0.472987,0.487922,-0.852995,0.273238,-0.44468,-0.95314,-0.241473,-0.182251,0.629493,-0.231424,0.741742,0.568378,-0.122073,0.813661,0.429071,-0.053203,0.901703,0.538823,0,0,0,G07
0.039248,0.559944,0.976046,1.037662,0.376429,0.360148,-0.8935,-0.324678,0.31023,-0.976068,0.211571,0.050296,-0.986667,0.162559,0.007983,0.871756,0.232448,0.431288,0.842856,0.363573,0.396748,0.233607,0,0,0,G08
0.037691,0.566824,0.97357,1.041443,0.376736,0.359718,-0.896632,-0.301303,0.32445,-0.973089,0.198144,0.117627,-0.987031,0.142552,0.073822,0.897131,0.18514,0.401098,0.865934,0.328665,0.377011,0.244429,0,0,0,G08
0.032896,0.569292,0.9798,1.040438,0.382764,0.369126,-0.920672,-0.267022,0.284713,-0.962182,0.249756,0.108756,-0.986154,0.14765,0.075491,0.887294,0.160122,0.432516,0.842101,0.313208,0.439052,0.283456,0,0,0,G08
0.031449,0.573413,0.982187,1.0402,0.384629,0.373088,-0.904328,-0.319005,0.283595,-0.964958,0.232891,0.120901,-0.989499,0.112271,0.091028,0.876313,0.196422,0.439879,0.825828,0.337026,0.45213,0.297981,0,0,0,G08
0.036415,0.571277,0.976495,1.039833,0.383574,0.372224,-0.902743,-0.314466,0.29354,-0.971059,0.200759,0.129385,-0.986386,0.134067,0.095233,0.880685,0.202216,0.428372,0.835754,0.335114,0.434988,0.254827,0,0,0,G08
0.02927,0.574435,0.987889,1.038061,0.384672,0.375953,-0.895751,-0.352835,0.270441,-0.958222,0.258746,0.121905,-0.988925,0.110555,0.099025,0.872407,0.178923,0.454855,0.81593,0.311,0.487379,0.320552,0,0,0,G08
0.041699,0.564356,0.972815,1.039204,0.380704,0.369203,-0.89026,-0.341048,0.301868,-0.982077,0.144989,0.120428,-0.989096,0.122026,0.082449,0.882094,0.228438,0.411979,0.836298,0.357152,0.415991,0.218836,0,0,0,G08
0.036265,0.563568,0.978495,1.037909,0.375709,0.362415,-0.88408,-0.331269,0.329641,-0.9638,0.236264,0.123568,-0.983796,0.161936,0.076957,0.886648,0.224363,0.404371,0.851374,0.354277,0.386847,0.255396,0,0,0,G08
0.036499,0.571817,0.979295,1.036946,0.380631,0.372058,-0.879115,-0.366547,0.30463,-0.969062,0.211792,0.126743,-0.986092,0.142463,0.085596,0.869098,0.229506,0.438174,0.811732,0.367871,0.45361,0.254128,0,0,0,G08
0.036907,0.559907,0.978706,1.036964,0.379492,0.366019,-0.890385,-0.329538,0.314036,-0.971662,0.229394,0.057013,-0.986654,0.161318,0.022125,0.874647,0.225962,0.428876,0.836565,0.358845,0.413991,0.249647,0,0,0,G08
1,0.61211,0.39851,0.414673,0.389472,1,0.128517,0.245925,-0.960731,0.395967,-0.851744,0.343136,0.205981,-0.854963,0.476036,0.011045,-0.829282,0.558721,0.156103,0.532537,-0.831887,0,0,0,0,G09
1,0.497023,0.410213,0.408809,0.3844,1,0.143139,0.32725,-0.934033,0.335268,-0.840014,0.426581,0.193039,-0.855421,0.480614,0.037232,-0.864101,0.50194,0.131258,0.593794,-0.793839,0,0,0,0,G09
1,0.452273,0.403052,0.408043,0.386947,1,0.15658,0.309983,-0.93776,0.352731,-0.822581,0.446028,0.189315,-0.832782,0.520225,0.039165,-0.840537,0.540337,0.184845,0.562881,-0.805604,0,0,0,0,G09
1,0.460285,0.393083,0.399658,0.382932,1,0.232832,0.281672,-0.930833,0.359623,-0.808073,0.466573,0.191403,-0.820745,0.538278,0.033704,-0.824238,0.565239,0.225652,0.560422,-0.796874,0,0,0,0,G09
1,0.514162,0.387677,0.397988,0.381897,1,0.273008,0.233691,-0.933196,0.348781,-0.780702,0.518513,0.182507,-0.808932,0.558856,0.008949,-0.805438,0.592612,0.241399,0.559111,-0.793172,0,0,0,0,G09
1,0.519275,0.384338,0.384948,0.376384,1,0.146605,0.273966,-0.9505,0.352017,-0.791045,0.500332,0.21135,-0.7938,0.570275,0.025835,-0.805183,0.592463,0.220151,0.516016,-0.827805,0,0,0,0,G09
1,0.528499,0.388374,0.392047,0.376483,1,0.164296,0.26053,-0.951384,0.373991,-0.794808,0.477923,0.205302,-0.79128,0.575957,0.046338,-0.803376,0.593667,0.215791,0.482818,-0.848717,0,0,0,0,G09
1,0.58332,0.400248,0.4123,0.388545,1,0.152436,0.242723,-0.958044,0.359706,-0.8542,0.375438,0.171903,-0.855518,0.488405,0.00584,-0.839482,0.543356,0.177843,0.496422,-0.849669,0,0,0,0,G09
1,0.587098,0.382444,0.392403,0.372837,1,0.154926,0.219082,-0.963328,0.402893,-0.812419,0.42149,0.219448,-0.817899,0.531868,0.034255,-0.791261,0.610519,0.196077,0.493712,-0.847232,0,0,0,0,G09
1,0.62962,0.396683,0.412747,0.387117,1,0.154806,0.218366,-0.96351,0.382798,-0.853435,0.353716,0.188695,-0.859455,0.475112,0.005568,-0.829879,0.557916,0.170636,0.526242,-0.833038,0,0,0,0,G09
0.01645,0.525506,1.024179,1.056649,0.473912,0.416408,0.05874,0.056244,-0.996688,-0.321212,0.60762,-0.726375,0.103722,0.451563,-0.88619,-0.165479,-0.778307,0.605685,-0.287232,-0.761409,0.581166,0.559342,0,0,0,G10
0.016151,0.507293,1.025721,1.058418,0.477368,0.420227,0.095835,0.042438,-0.994492,-0.327684,0.669856,-0.666271,0.096031,0.4941,-0.864085,-0.180869,-0.796289,0.577243,-0.299991,-0.780278,0.548791,0.570306,0,0,0,G10
0.016211,0.49265,1.025268,1.058227,0.480882,0.422863,0.098478,0.041656,-0.994267,-0.328759,0.666125,-0.669474,0.091982,0.493695,-0.864757,-0.188334,-0.811266,0.553514,-0.314458,-0.79711,0.515492,0.568193,0,0,0,G10
0.016326,0.537469,1.024911,1.057433,0.480476,0.422796,0.082344,0.053675,-0.995157,-0.318698,0.644894,-0.694653,0.097791,0.465048,-0.879868,-0.179481,-0.811615,0.555938,-0.302083,-0.795009,0.526029,0.564389,0,0,0,G10
0.016332,0.536168,1.024519,1.057843,0.475827,0.420737,0.100047,0.046464,-0.993897,-0.322271,0.635922,-0.701245,0.101722,0.471229,-0.876126,-0.146842,-0.781474,0.606412,-0.277,-0.776103,0.566512,0.564454,0,0,0,G10
0.016319,0.523901,1.024823,1.057475,0.478835,0.422243,0.102975,0.051426,-0.993354,-0.33744,0.629382,-0.70001,0.091051,0.476762,-0.874304,-0.142408,-0.80131,0.581052,-0.281301,-0.796518,0.53519,0.56424,0,0,0,G10
0.01632,0.519893,1.024695,1.057718,0.47755,0.422969,0.109391,0.047994,-0.992839,-0.33165,0.629607,-0.702569,0.097583,0.477159,-0.873383,-0.150963,-0.793824,0.589112,-0.28431,-0.797796,0.531685,0.56462,0,0,0,G10
0.016377,0.513784,1.024419,1.057543,0.47911,0.423453,0.089018,0.056203,-0.994443,-0.327657,0.617637,-0.714958,0.09904,0.46257,-0.881033,-0.153152,-0.803684,0.575011,-0.280839,-0.801547,0.527875,0.563125,0,0,0,G10
0.016556,0.507028,1.023182,1.056792,0.477837,0.42314,0.090071,0.06075,-0.994081,-0.322706,0.613499,-0.720749,0.097005,0.459687,-0.882767,-0.15346,-0.800304,0.579624,-0.281438,-0.803507,0.524565,0.556481,0,0,0,G10
0.016367,0.530178,1.024446,1.057447,0.475607,0.421465,0.045352,0.040613,-0.998145,-0.316199,0.614363,-0.722895,0.109968,0.456747,-0.882774,-0.173402,-0.772161,0.611309,-0.303077,-0.773994,0.555947,0.562897,0,0,0,G10
0.009106,1.331794,1.302076,0.451389,0.443161,0.44787,-0.9326,0.352972,-0.075288,-0.205326,0.647328,-0.734035,0.162262,-0.737803,0.655223,-0.014095,-0.713237,0.700781,-0.143742,-0.730726,0.667367,1.417108,0,0,0,G11
0.009061,1.369636,1.325065,0.780697,0.726252,0.603533,-0.953087,0.301536,-0.026495,-0.222489,0.636061,-0.738868,-0.105703,-0.921013,0.374917,-0.219025,-0.884613,0.411689,-0.428219,-0.808473,0.403732,1.469153,0,0,0,G11
0.009054,1.369141,1.32454,0.776987,0.724793,0.602728,-0.953059,0.301608,-0.026655,-0.224833,0.632281,-0.741398,-0.100673,-0.916976,0.386031,-0.220162,-0.880275,0.420291,-0.429911,-0.803563,0.411659,1.468315,0,0,0,G11
0.009072,1.35511,1.320259,0.7774,0.721323,0.600569,-0.94712,0.316234,-0.054401,-0.208646,0.650953,-0.729882,-0.125814,-0.933299,0.336338,-0.233047,-0.894953,0.380459,-0.445708,-0.815284,0.369671,1.45298,0,0,0,G11
0.009097,1.334642,1.315048,0.759599,0.711689,0.593407,-0.936015,0.346323,-0.062735,-0.199899,0.687536,-0.698094,-0.107387,-0.94705,0.302596,-0.247718,-0.907634,0.338874,-0.454771,-0.824748,0.336116,1.430926,0,0,0,G11
0.009086,1.336793,1.313044,0.695685,0.645568,0.544054,-0.935056,0.349151,-0.061346,-0.196976,0.685459,-0.700961,-0.052265,-0.923487,0.380052,-0.200908,-0.871446,0.447457,-0.393149,-0.804839,0.444598,1.431075,0,0,0,G11
0.009097,1.330091,1.305011,0.478177,0.455933,0.431478,-0.928388,0.366316,-0.062517,-0.197818,0.681798,-0.704286,0.095115,-0.769312,0.631753,-0.040595,-0.733144,0.678861,-0.229301,-0.70017,0.676153,1.418168,0,0,0,G11
0.009082,1.328207,1.293244,0.460613,0.444,0.430768,-0.925795,0.37505,-0.047335,-0.21602,0.674406,-0.706054,0.08704,-0.787337,0.610348,-0.04217,-0.748718,0.661546,-0.198173,-0.731115,0.652838,1.406057,0,0,0,G11
0.009068,1.332468,1.294588,0.450113,0.440518,0.440349,-0.926976,0.372579,-0.043588,-0.213165,0.676619,-0.704803,0.100593,-0.76558,0.635428,-0.040778,-0.743639,0.667337,-0.17301,-0.745367,0.643813,1.411113,0,0,0,G11
0.009068,1.33722,1.298015,0.455235,0.444256,0.446352,-0.93011,0.364415,-0.045787,-0.213744,0.663272,-0.717206,0.12351,-0.760608,0.637354,-0.027566,-0.729769,0.683138,-0.158646,-0.743635,0.649491,1.418397,0,0,0,G11
0,67.871635,48.272396,47.637421,44.543507,41.805786,-0.132935,0.405231,-0.904498,-0.032282,-0.934503,0.354488,-0.136816,-0.907961,0.396091,-0.313647,-0.869188,0.38228,-0.384069,-0.840498,0.382169,0,0,0,0,G12
0,61.075756,69.229141,61.984547,58.247639,49.468811,0.08119,0.267137,-0.960232,-0.097757,-0.977308,-0.187916,-0.215445,-0.969573,0.116238,-0.406914,-0.908569,0.094467,-0.522482,-0.844213,0.119651,0,0,0,0,G12
0,61.284573,53.268848,54.972721,53.149498,46.291409,-0.069839,0.372839,-0.925264,-0.002596,-0.968877,0.247529,-0.132284,-0.941992,0.308467,-0.355717,-0.905512,0.231329,-0.466143,-0.850769,0.242698,0,0,0,0,G12
0,61.515121,49.801067,50.831673,49.00721,44.020035,-0.056456,0.42941,-0.901343,0.018319,-0.933968,0.356886,-0.074177,-0.915515,0.395386,-0.296115,-0.888439,0.350703,-0.390159,-0.851206,0.351034,0,0,0,0,G12
0,61.179752,46.25362,46.514595,44.274078,41.649521,-0.023633,0.418404,-0.907954,0.051411,-0.89392,0.445268,-0.028908,-0.878916,0.4761,-0.23797,-0.855225,0.460391,-0.300806,-0.832332,0.465552,0,0,0,0,G12
0,63.162205,46.460449,46.170959,43.609268,40.684006,-0.016329,0.413367,-0.910418,0.040652,-0.909497,0.413718,-0.036437,-0.894799,0.44498,-0.2475,-0.863209,0.440016,-0.322745,-0.826023,0.462083,0,0,0,0,G12
0,63.564354,45.912552,45.371162,42.944721,40.154446,-0.024075,0.391719,-0.91977,0.059774,-0.891116,0.449821,-0.012164,-0.873911,0.485934,-0.223071,-0.848189,0.480432,-0.296085,-0.804,0.515672,0,0,0,0,G12
0,62.997013,45.712177,45.15218,42.735573,40.389694,0.034756,0.335415,-0.941429,0.073031,-0.877553,0.473886,-0.003544,-0.85783,0.513921,-0.208608,-0.836023,0.507492,-0.269704,-0.800011,0.53595,0,0,0,0,G12
0,62.940342,45.722427,45.17292,42.752125,40.420383,0.031255,0.326222,-0.944776,0.07503,-0.873318,0.481338,-0.001531,-0.853357,0.521324,-0.206263,-0.831818,0.515299,-0.267244,-0.795938,0.543197,0,0,0,0,G12
0,64.918671,48.786118,48.335293,44.901081,41.54649,-0.054193,0.384132,-0.921686,0.008812,-0.944785,0.327571,-0.086851,-0.924263,0.371745,-0.275719,-0.883477,0.378744,-0.337876,-0.847979,0.408377,0,0,0,0,G12
0,70.850471,52.154457,53.71199,42.153183,35.365013,-0.197645,-0.019312,-0.980083,0.206513,-0.897558,0.389541,-0.134184,-0.873609,0.467763,-0.174903,-0.697657,0.694754,-0.508512,-0.530063,0.678564,0,0,0,0,G13
0,69.084274,48.274422,49.533585,45.177666,39.312801,-0.129008,-0.060196,-0.989815,0.224081,-0.78717,0.574588,-0.05256,-0.772852,0.632406,-0.220329,-0.742147,0.632987,-0.429149,-0.626455,0.650681,0,0,0,0,G13
0,68.713402,47.892292,49.164165,45.058372,39.460213,-0.142877,-0.050341,-0.988459,0.230355,-0.778345,0.584052,-0.040027,-0.767653,0.639614,-0.212115,-0.742313,0.635593,-0.412783,-0.634551,0.653418,0,0,0,0,G13
0,63.933689,47.08173,47.924,43.852013,40.710251,-0.156716,-0.05293,-0.986224,0.24675,-0.760339,0.600832,-0.049786,-0.745249,0.664925,-0.211264,-0.7254,0.655105,-0.343782,-0.672678,0.655223,0,0,0,0,G13
0,64.476044,47.695827,48.51704,43.945442,39.224167,-0.193345,-0.029017,-0.980702,0.265632,-0.792001,0.549703,-0.054749,-0.774925,0.629678,-0.198244,-0.748601,0.632689,-0.424208,-0.648292,0.632269,0,0,0,0,G13
0,65.708115,47.932632,48.857559,44.162498,39.092148,-0.185091,-0.035597,-0.982077,0.263856,-0.795705,0.545191,-0.059879,-0.779541,0.623482,-0.203521,-0.750722,0.628487,-0.43147,-0.641811,0.633966,0,0,0,0,G13
0,66.810127,51.958683,52.953255,44.291473,39.906364,-0.183064,-0.041134,-0.98224,0.195826,-0.883057,0.426452,-0.126206,-0.860341,0.493848,-0.212379,-0.755781,0.619428,-0.437925,-0.671754,0.597468,0,0,0,0,G13
0,68.887573,52.538342,53.703812,43.343689,39.169518,-0.174162,-0.048591,-0.983517,0.180438,-0.900971,0.394581,-0.148084,-0.876177,0.458677,-0.200286,-0.729574,0.653917,-0.420947,-0.642881,0.639928,0,0,0,0,G13
0,68.604004,52.325996,53.430122,42.490173,35.633827,-0.208396,-0.042156,-0.977136,0.19146,-0.903024,0.384566,-0.155376,-0.870663,0.466696,-0.183961,-0.708321,0.681498,-0.521797,-0.518196,0.677644,0,0,0,0,G13
