% 1. Title: Leap Database
%
% 2. Sources :
% (a)Creator : NIH and Binghamton FRI 2016
% (b)Date : Fall 2016
%
@RELATION asd

@ATTRIBUTE fingerDirection1x NUMERIC
@ATTRIBUTE fingerDirection1y NUMERIC
@ATTRIBUTE fingerDirection1z NUMERIC
@ATTRIBUTE fingerDirection2x NUMERIC
@ATTRIBUTE fingerDirection2y NUMERIC
@ATTRIBUTE fingerDirection2z NUMERIC
@ATTRIBUTE fingerDirection3x NUMERIC
@ATTRIBUTE fingerDirection3y NUMERIC
@ATTRIBUTE fingerDirection3z NUMERIC
@ATTRIBUTE fingerDirection4x NUMERIC
@ATTRIBUTE fingerDirection4y NUMERIC
@ATTRIBUTE fingerDirection4z NUMERIC
@ATTRIBUTE fingerDirection5x NUMERIC
@ATTRIBUTE fingerDirection5y NUMERIC
@ATTRIBUTE fingerDirection5z NUMERIC
@ATTRIBUTE fingertip1x NUMERIC
@ATTRIBUTE fingertip1y NUMERIC
@ATTRIBUTE fingertip1z NUMERIC
@ATTRIBUTE fingertip2x NUMERIC
@ATTRIBUTE fingertip2y NUMERIC
@ATTRIBUTE fingertip2z NUMERIC
@ATTRIBUTE fingertip3x NUMERIC
@ATTRIBUTE fingertip3y NUMERIC
@ATTRIBUTE fingertip3z NUMERIC
@ATTRIBUTE fingertip4x NUMERIC
@ATTRIBUTE fingertip4y NUMERIC
@ATTRIBUTE fingertip4z NUMERIC
@ATTRIBUTE fingertip5x NUMERIC
@ATTRIBUTE fingertip5y NUMERIC
@ATTRIBUTE fingertip5z NUMERIC
@ATTRIBUTE stableFingertip1x NUMERIC
@ATTRIBUTE stableFingertip1y NUMERIC
@ATTRIBUTE stableFingertip1z NUMERIC
@ATTRIBUTE stableFingertip2x NUMERIC
@ATTRIBUTE stableFingertip2y NUMERIC
@ATTRIBUTE stableFingertip2z NUMERIC
@ATTRIBUTE stableFingertip3x NUMERIC
@ATTRIBUTE stableFingertip3y NUMERIC
@ATTRIBUTE stableFingertip3z NUMERIC
@ATTRIBUTE stableFingertip4x NUMERIC
@ATTRIBUTE stableFingertip4y NUMERIC
@ATTRIBUTE stableFingertip4z NUMERIC
@ATTRIBUTE stableFingertip5x NUMERIC
@ATTRIBUTE stableFingertip5y NUMERIC
@ATTRIBUTE stableFingertip5z NUMERIC
@ATTRIBUTE extendedFinger1 NUMERIC
@ATTRIBUTE extendedFinger2 NUMERIC
@ATTRIBUTE extendedFinger3 NUMERIC
@ATTRIBUTE extendedFinger4 NUMERIC
@ATTRIBUTE extendedFinger5 NUMERIC
@ATTRIBUTE pinchStrength NUMERIC
@ATTRIBUTE grabStrength NUMERIC
@ATTRIBUTE palmPositionX NUMERIC
@ATTRIBUTE palmPositionY NUMERIC
@ATTRIBUTE palmPositionZ NUMERIC
@ATTRIBUTE stablePalmPositionX NUMERIC
@ATTRIBUTE stablePalmPositionY NUMERIC
@ATTRIBUTE stablePalmPositionZ NUMERIC
@ATTRIBUTE scaleFactor NUMERIC
@ATTRIBUTE frontMostFinger NUMERIC
@ATTRIBUTE class {G01,G02,G03,G04,G05,G06,G07,G08,G09,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25}

@DATA
-0.243015, 0.110394, -0.96372, -0.313928, 0.0934964, -0.944832, -0.515547, -0.756008, -0.403315, -0.593626, -0.522414, -0.612121, -0.616399, -0.389181, -0.684537, -56.4383, 147.921, 7.02065, -51.3212, 219.304, -13.8765, -51.4006, 157.062, -10.6607, -33.453, 163.512, -19.8095, -5.42995, 157.461, -13.9603, -54.1642, 156.6, -3.77023, -49.3992, 225.631, -12.575, -51.4705, 167.187, -16.6227, -34.0082, 164.837, -19.4572, -7.07113, 162.61, -15.4423, 0, 1, 0, 0, 0, 0.891618, 0.750932, -11.2155, 169.832, 56.248, -11.0964, 177.214, 48.2403, 1.61587, 3, G04
-0.27976, 0.193991, -0.940267, -0.248901, 0.237584, -0.938937, -0.470463, -0.850546, -0.235024, -0.572732, -0.388725, -0.721714, -0.556064, -0.241644, -0.795237, -57.2039, 158.62, 7.41155, -46.7199, 231.069, -14.3324, -48.3038, 157.335, -0.339193, -30.8564, 175.898, -25.3222, -1.53638, 169.838, -18.2698, -55.0325, 155.852, 1.17368, -46.6885, 228.279, -10.1224, -51.0088, 166.071, -15.3027, -30.1469, 174.962, -21.4484, -0.365032, 166.448, -15.4261, 0, 1, 0, 0, 0, 1, 0.557342, -9.81953, 173.716, 56.7444, -10.9081, 174.183, 52.0986, 1.76073, 3, G04
-0.294579, 0.232764, -0.926846, -0.19111, 0.348967, -0.917441, -0.49769, -0.715259, -0.49062, -0.497382, -0.298207, -0.814668, -0.474555, -0.127787, -0.870901, -57.776, 153.603, 11.3102, -44.3741, 229.872, -10.6145, -48.5565, 156.186, -9.01109, -24.3308, 173.345, -24.8673, 2.38342, 167.982, -14.9869, -56.396, 156.623, 6.07847, -45.8915, 232.309, -11.2338, -50.755, 165.441, -13.695, -28.5357, 175.589, -22.4404, -0.128248, 168.089, -15.7448, 0, 1, 0, 0, 0, 0.863746, 0.345977, -10.4449, 166.258, 62.7356, -11.2317, 172.409, 56.6121, 1.82228, 3, G04
-0.34021, 0.314117, -0.886334, -0.0967728, 0.540145, -0.83599, -0.521024, -0.576703, -0.629244, -0.392187, 0.0327955, -0.919301, -0.248761, 0.242042, -0.937835, -50.9504, 156.664, 33.1562, -30.5042, 236.009, 9.65, -43.035, 154.861, 1.27337, -13.6686, 183.747, -15.8982, 18.869, 179.038, -1.3443, -56.2926, 156.456, 7.03703, -43.7075, 232.392, -7.66426, -50.0808, 164.815, -12.6827, -21.8381, 178.117, -20.2313, 5.53012, 170.897, -11.3113, 0, 1, 0, 1, 1, 0.667167, 0, -2.44708, 160.967, 83.5405, -11.0274, 171.565, 57.6998, 2.05027, 3, G04
-0.338304, 0.344521, -0.875703, -0.0680802, 0.625264, -0.777438, -0.530323, -0.515261, -0.673248, -0.3849, 0.128202, -0.914011, -0.210682, 0.303801, -0.929149, -52.5691, 158.763, 36.6565, -30.7375, 239.966, 14.6127, -46.9672, 156.903, 0.448155, -17.8373, 186.695, -15.1262, 17.7012, 180.219, -0.535303, -55.923, 156.462, 9.08535, -42.0336, 232.968, -4.81206, -49.2185, 164.254, -10.8199, -20.2738, 179.836, -18.3241, 7.74609, 172.174, -9.00303, 1, 1, 0, 1, 1, 0.595087, 0, -3.91768, 159.501, 85.317, -10.2476, 170.413, 60.4561, 2.09973, 3, G04
-0.342092, 0.36211, -0.867092, -0.0568088, 0.612469, -0.788451, -0.528431, -0.475678, -0.7032, -0.182431, 0.116996, -0.976233, -0.192661, 0.365939, -0.910478, -52.439, 158.302, 37.5254, -28.0024, 236.671, 12.9781, -44.7384, 158.012, -0.4317, 1.91838, 181.269, -19.7415, 20.0495, 181.126, 2.1659, -55.6818, 156.475, 10.5893, -40.865, 233.291, -2.84433, -48.2834, 163.435, -8.39046, -9.11462, 181.186, -16.3178, 8.85314, 172.855, -7.82205, 1, 1, 0, 1, 1, 0.548186, 0, -2.33769, 157.26, 86.0122, -9.4217, 168.976, 63.5201, 2.183, 3, G04
-0.327065, 0.373918, -0.867879, -0.0982775, 0.581065, -0.807901, -0.532434, -0.476236, -0.699796, -0.0576439, 0.145413, -0.98769, -0.187994, 0.349404, -0.917919, -54.7967, 156.083, 36.8846, -33.2517, 232.013, 12.1193, -49.8426, 152.586, -0.304098, 10.6662, 180.247, -19.9363, 18.2403, 177.453, 2.01837, -55.2896, 156.293, 14.0188, -37.958, 233.117, 2.64763, -47.712, 161.677, -5.44397, 8.56663, 181.049, -15.805, 10.043, 173.354, -6.30439, 1, 1, 0, 1, 1, 0.592192, 0, -4.24923, 154.469, 86.358, -8.28382, 165.949, 68.6547, 2.28469, 3, G04
-0.313467, 0.365093, -0.87661, -0.115194, 0.556232, -0.823004, -0.528652, -0.453591, -0.717483, -0.0660636, 0.138588, -0.988144, -0.198203, 0.330953, -0.922597, -56.1875, 156.022, 35.8922, -35.3131, 231.204, 11.0309, -51.5532, 153.5, -1.25217, 8.86114, 180.102, -19.4653, 16.7656, 177.114, 2.28099, -55.1768, 156.158, 15.6358, -37.4534, 232.774, 4.00101, -47.7919, 160.952, -4.57207, 8.31064, 179.053, -15.5914, 10.8406, 173.58, -5.15488, 1, 1, 0, 1, 1, 0.600135, 0, -4.95881, 155.344, 86.6062, -7.94046, 164.982, 70.1798, 2.25894, 3, G04
-0.31524, 0.33913, -0.886349, -0.134039, 0.523293, -0.841545, -0.533369, -0.448212, -0.717372, -0.198398, 0.0580314, -0.978402, -0.211129, 0.306292, -0.928229, -54.8591, 154.481, 35.1739, -34.9265, 229.251, 8.79425, -50.7641, 152.845, -1.89288, -0.386336, 174.649, -18.9426, 17.7525, 175.704, 1.78607, -55.0377, 155.961, 17.6818, -37.2007, 232.49, 4.78419, -47.873, 160.638, -4.17622, 7.02436, 177.906, -15.2794, 11.8976, 173.844, -3.66414, 1, 1, 0, 1, 1, 0.604219, 0, -3.13374, 155.965, 86.4464, -7.51091, 163.997, 72.0072, 2.18133, 3, G04
-0.345415, 0.335338, -0.876491, -0.132454, 0.538728, -0.832003, -0.548768, -0.510178, -0.662248, -0.229101, 0.0966174, -0.968596, -0.208529, 0.332774, -0.919661, -53.7277, 155.667, 34.9425, -33.5986, 230.936, 7.05497, -48.4257, 153.027, -0.186228, -2.35684, 178.392, -21.2278, 18.9438, 178.002, -0.772733, -54.864, 155.805, 19.1476, -36.538, 232.096, 5.93092, -47.8906, 159.873, -3.32219, -1.79403, 177.555, -16.6143, 12.5539, 174.083, -3.09408, 1, 1, 0, 1, 1, 0.630563, 0, -1.69922, 156.971, 84.1628, -7.14939, 163.561, 72.7998, 2.16361, 3, G04
-0.138466, 0.101613, -0.985141, -0.0992101, -0.20514, -0.973691, -0.184659, -0.23729, -0.953727, -0.277359, -0.295327, -0.91425, -0.311475, -0.00964437, -0.950205, -27.4374, 168.266, 11.7778, -31.4295, 224.395, -14.1786, -13.5975, 224.718, -25.4, 2.46361, 215.941, -19.6622, 23.8135, 219.026, -6.45604, -31.9105, 172.359, 15.8953, -38.8455, 236.751, -10.2674, -15.7256, 232.561, -22.636, 3.65622, 219.465, -18.1114, 25.5088, 222.402, -4.13885, 0, 0, 0, 0, 1, 0, 0.807509, 0.928747, 198.912, 59.3538, -3.59806, 204.998, 60.4784, 1.63897, 2, G05
-0.133103, 0.129711, -0.982578, -0.101596, -0.210493, -0.972302, -0.164991, -0.129274, -0.977786, -0.225332, -0.117768, -0.967138, -0.28604, 0.0900875, -0.953974, -26.6025, 169.95, 9.97711, -28.609, 227.591, -10.8031, -8.09533, 234.288, -20.5541, 10.505, 227.903, -16.2961, 28.1393, 222.872, -3.7833, -31.2003, 170.262, 15.5184, -36.4952, 234.529, -10.45, -9.12298, 234.247, -19.9673, 9.69966, 229.658, -16.7101, 28.2602, 224.657, -3.71213, 0, 0, 0, 0, 1, 0, 0.943497, 1.70649, 198.705, 57.3798, -3.02715, 204.256, 60.3035, 1.71938, 2, G05
-0.189103, -0.000923655, -0.981957, -0.149535, -0.100693, -0.983616, -0.179211, -0.120124, -0.97645, -0.30606, -0.200774, -0.9306, -0.322584, 0.00767379, -0.94651, -30.6624, 166.261, 12.1292, -34.3008, 235.449, -7.25327, -12.0066, 236.723, -20.3829, 2.14215, 225.697, -17.8384, 24.0028, 220.862, -6.48623, -31.5998, 169.833, 15.4624, -34.4136, 235.875, -9.15626, -9.27322, 237.355, -19.6603, 5.00958, 230.87, -16.8365, 27.8546, 224.722, -3.92685, 0, 1, 1, 0, 1, 0, 1, -1.03126, 201.638, 54.4618, -2.67636, 203.945, 59.6228, 1.79659, 2, G05
-0.152557, 0.031246, -0.987801, -0.123645, -0.0857283, -0.988617, -0.168231, -0.122456, -0.978112, -0.24991, -0.103161, -0.962758, -0.281747, 0.066535, -0.957179, -26.1212, 167.864, 13.5913, -30.5097, 235.679, -6.09412, -8.90049, 236.553, -18.1957, 8.62294, 230.992, -14.2937, 28.7221, 223.534, -2.8818, -31.6855, 169.25, 15.9017, -34.1498, 236.175, -8.71387, -9.30551, 237.732, -19.424, 7.1313, 234.245, -14.7165, 27.8786, 224.866, -3.55582, 0, 1, 1, 1, 1, 0, 1, 1.53221, 201.257, 56.8623, -2.51758, 203.762, 59.3572, 1.81428, 2, G05
-0.17045, -0.00341024, -0.98536, -0.106606, -0.265735, -0.958134, -0.178991, -0.302841, -0.936082, -0.255135, -0.245079, -0.93533, -0.298777, -0.0870451, -0.950345, -24.6819, 167.128, 13.4031, -29.3645, 228.028, -5.21094, -8.66248, 229.44, -15.4418, 9.68015, 226.333, -12.8042, 30.2734, 219.684, -2.30902, -31.0592, 168.856, 16.3211, -32.7517, 235.722, -7.68452, -8.78097, 237.391, -18.6441, 9.67419, 232.872, -13.5404, 29.2746, 224.734, -2.6213, 0, 1, 1, 1, 1, 0, 1, 3.1001, 201.968, 54.1021, -1.85452, 203.331, 59.0183, 1.74318, 2, G05
-0.14884, 0.0111411, -0.988798, -0.0797989, -0.341917, -0.936336, -0.168934, -0.346558, -0.922691, -0.251651, -0.303459, -0.919013, -0.317267, -0.180004, -0.931096, -23.3821, 167.905, 12.778, -26.3592, 225.823, -4.89002, -6.56597, 227.265, -16.937, 11.702, 224.129, -12.2705, 32.0788, 216.969, 0.164243, -30.957, 168.846, 16.3196, -32.0592, 234.818, -7.24218, -8.62768, 236.908, -18.3684, 10.0663, 231.978, -13.164, 29.829, 224.12, -2.18346, 0, 0, 0, 0, 0, 0, 1, 4.34568, 201.707, 52.6642, -1.85242, 203.331, 59.016, 1.70825, 2, G05
-0.134747, 0.0204491, -0.990669, -0.0378374, -0.387645, -0.921032, -0.147058, -0.387901, -0.909894, -0.231344, -0.323447, -0.91753, -0.288772, -0.169576, -0.94226, -24.1603, 165.369, 13.4713, -26.0339, 218.138, -6.8188, -7.36114, 221.171, -16.3983, 10.5609, 219.544, -12.2967, 31.4297, 214.696, 0.271999, -30.3482, 168.524, 16.3355, -29.9613, 231.269, -7.06091, -7.89236, 234.001, -17.9549, 10.891, 229.1, -12.8236, 30.5987, 223.103, -1.64314, 0, 0, 0, 0, 0, 0.0178614, 1, 3.91491, 198.284, 54.3085, -1.85242, 203.331, 59.016, 1.65993, 2, G05
-0.177199, 0.0463131, -0.983085, -0.0530507, -0.39578, -0.916812, -0.158006, -0.388606, -0.907755, -0.250317, -0.330118, -0.910145, -0.309776, -0.166212, -0.936169, -26.7495, 167.858, 15.1028, -27.2348, 218.842, -3.83893, -8.11973, 221.816, -14.4452, 9.58456, 219.801, -10.3841, 30.5792, 214.776, 1.45181, -29.9074, 168.43, 16.2424, -27.828, 225.329, -7.03192, -7.58901, 231.427, -17.54, 11.0826, 226.258, -12.536, 30.94, 222.371, -1.30798, 0, 0, 0, 0, 0, 0.0705354, 1, 3.47756, 197.972, 53.8513, -1.85242, 203.331, 59.016, 1.64581, 2, G05
-0.140453, 0.0387828, -0.989328, -0.0837987, -0.35226, -0.932143, -0.168977, -0.345395, -0.923119, -0.251703, -0.278005, -0.927016, -0.294837, -0.103406, -0.949936, -25.1723, 165.704, 14.4721, -27.25, 220.466, -1.68011, -7.14239, 221.97, -13.9825, 10.8029, 219.4, -10.1043, 31.3512, 213.332, 0.97749, -29.8807, 168.391, 16.3321, -27.811, 225.278, -6.91511, -7.55716, 230.505, -16.8928, 11.2418, 225.816, -12.1379, 30.9564, 222.327, -1.27017, 0, 0, 0, 0, 1, 0.0109049, 1, 3.14182, 196.361, 55.5442, -1.84327, 203.319, 59.0097, 1.66937, 2, G05
-0.169882, 0.0340413, -0.984876, -0.105074, -0.394174, -0.913009, -0.217313, -0.438625, -0.872, -0.288241, -0.338629, -0.895682, -0.338852, -0.153301, -0.928266, -25.1539, 165.947, 15.6794, -27.5021, 219.778, 0.335834, -9.00042, 219.413, -10.1847, 9.56576, 217.475, -8.72336, 30.5672, 212.316, 2.21321, -29.7951, 168.279, 16.4528, -27.802, 225.26, -6.81819, -7.54421, 230.196, -16.7034, 11.2162, 225.135, -11.7185, 30.9564, 222.327, -1.27017, 0, 0, 0, 0, 1, 0.0390212, 1, 4.05295, 196.978, 56.0849, -1.83572, 203.31, 59.0051, 1.63174, 2, G05
-0.147203, 0.173128, -0.973837, 0.130904, -0.93082, -0.341229, -0.0700871, 0.875144, -0.478759, 0.0891953, 0.868238, -0.488064, 0.0197538, 0.89234, -0.450932, -38.6023, 159.58, -8.34793, -24.2131, 164.17, -6.47592, -9.63036, 285.91, -6.28838, 25.6536, 278.921, -2.39015, 38.7056, 258.041, 10.3699, -34.8429, 165.633, -0.49942, -20.2427, 169.457, 3.53141, 0.0325602, 292.382, 12.1433, 25.8558, 287.111, 19.2928, 36.2416, 266.323, 32.9666, 0, 0, 1, 1, 1, 1, 0, 1.78104, 186.355, 49.1477, -2.00212, 193.573, 53.4651, 3.18743, 1, G06
-0.147751, 0.195393, -0.969531, 0.132777, -0.894462, -0.426974, -0.0181837, 0.878173, -0.477997, 0.112777, 0.864042, -0.490626, -0.0099175, 0.887949, -0.459835, -38.8098, 160.544, -8.64291, -26.7952, 168.635, -8.68558, -6.96743, 286.098, -6.04904, 25.747, 278.894, -2.40911, 34.8544, 258.505, 9.89744, -34.8429, 165.633, -0.49942, -20.2427, 169.457, 3.53141, -3.57094, 287.641, 4.65794, 25.7275, 283.824, 13.9671, 36.3597, 259.791, 21.2377, 0, 0, 1, 1, 1, 1, 0, 0.24664, 186.288, 49.2906, -1.70215, 192.738, 52.9629, 3.11229, 1, G06
-0.147447, 0.193102, -0.970037, 0.139444, -0.895428, -0.422805, -0.0743485, 0.869362, -0.488551, 0.118983, 0.867162, -0.483604, -0.00677156, 0.89805, -0.439841, -37.9102, 161.563, -8.65914, -26.4376, 169.568, -8.72862, -11.593, 286.444, -7.34186, 26.7065, 280.36, -2.28391, 35.5615, 260.516, 10.8538, -34.8429, 165.633, -0.49942, -20.2427, 169.457, 3.53141, -5.74756, 286.082, 1.60448, 25.7931, 282.204, 10.9244, 36.0853, 259.027, 19.2295, 0, 0, 1, 1, 1, 1, 0, 0.808388, 187.465, 48.9551, -1.58243, 192.432, 52.7624, 3.13115, 1, G06
-0.145878, 0.211179, -0.9665, 0.133519, -0.848083, -0.512765, -0.0232112, 0.870012, -0.492483, 0.131206, 0.844562, -0.519134, -0.0299259, 0.882056, -0.470193, -38.9726, 162.102, -9.07293, -27.7331, 173.096, -11.6679, -7.81963, 286.371, -7.20411, 26.9431, 278.576, -4.55046, 33.16, 259.751, 9.54044, -34.8429, 165.633, -0.49942, -20.2427, 169.457, 3.53141, -6.9395, 285.005, -0.517877, 25.8591, 281.647, 9.85952, 35.7362, 258.464, 17.5491, 0, 0, 1, 1, 1, 1, 0, 0.0886637, 187.187, 49.2044, -1.4475, 192.091, 52.541, 3.06294, 1, G06
-0.15601, 0.246714, -0.956448, 0.104105, -0.77212, -0.626891, 0.0380837, 0.871251, -0.489359, 0.129178, 0.837358, -0.531174, -0.0537046, 0.862119, -0.503851, -37.9909, 163.634, -7.23524, -27.9798, 178.839, -12.3852, -1.08452, 286.093, -4.22109, 28.0212, 277.699, -2.71692, 32.8137, 258.249, 9.94309, -34.8429, 165.633, -0.49942, -20.8937, 170.25, 2.25896, -6.14656, 283.87, -1.96556, 26.2264, 280.127, 7.73822, 35.1774, 257.222, 15.5258, 0, 0, 1, 1, 1, 0.95017, 0, 1.43519, 186.545, 51.5365, -1.37625, 191.874, 52.4394, 2.96119, 1, G06
-0.135234, 0.194182, -0.971599, 0.133803, -0.853662, -0.503346, -0.00132665, 0.869893, -0.493239, 0.058199, 0.867136, -0.49466, -0.0432804, 0.867614, -0.495352, -37.0383, 158.493, -8.50538, -27.0991, 170.357, -11.165, -5.52924, 283.792, -7.44962, 21.014, 278.142, -2.40912, 32.6881, 256.61, 8.06945, -34.8429, 165.633, -0.49942, -26.6421, 173.805, -8.42623, -4.42849, 281.033, -4.2988, 20.9307, 275.325, 0.0786951, 33.8211, 255.643, 12.7092, 0, 0, 1, 1, 1, 1, 0, 0.522049, 184.912, 49.4847, -1.10823, 191.132, 52.1733, 3.03212, 1, G06
-0.124927, 0.20778, -0.970165, 0.0517591, -0.802877, -0.593893, 0.00862401, 0.858584, -0.5126, 0.16463, 0.824914, -0.540752, 0.0115331, 0.863269, -0.504613, -39.0913, 161.732, -6.74796, -28.1005, 176.404, -12.7169, -2.62667, 283.951, -6.90836, 31.9889, 274.224, -4.29711, 37.7645, 254.678, 9.34031, -36.2466, 164.414, -1.01641, -27.3259, 175.901, -10.1729, -4.33518, 280.995, -4.80477, 29.5308, 272.665, -1.62788, 35.1421, 254.313, 12.03, 0, 0, 1, 1, 1, 0.939292, 0, 1.1594, 185.49, 51.3773, -0.934511, 190.72, 52.0354, 3.00534, 1, G06
-0.188106, 0.169296, -0.967448, 0.0560737, -0.882826, -0.466342, 0.0440396, 0.843714, -0.534983, 0.152401, 0.816122, -0.557421, -0.00896085, 0.852349, -0.522896, -38.6877, 158.026, 0.851826, -27.0933, 169.49, -2.93062, 2.58819, 281.202, -5.21939, 33.0826, 272.105, -2.92429, 38.5567, 252.534, 10.1587, -36.9255, 163.821, -0.672186, -27.2778, 176.568, -9.98021, 1.27861, 280.949, -3.8296, 31.3607, 271.833, -1.36167, 38.3997, 252.66, 11.8194, 0, 0, 1, 1, 1, 1, 0, 3.7224, 184.483, 55.4685, 0.173941, 189.89, 52.2418, 3.05139, 1, G06
-0.282284, 0.109939, -0.953011, -0.0286001, -0.857964, -0.512914, 0.0251102, 0.827119, -0.561465, 0.159504, 0.788449, -0.594059, 0.0147461, 0.860384, -0.509432, -43.2748, 158.525, 6.32421, -32.3994, 167.098, -6.74727, 0.654917, 283.337, -8.01105, 33.3871, 272.754, -7.78635, 39.6239, 255.449, 8.50949, -37.7461, 162.97, 0.786649, -29.1532, 174.764, -8.53426, 1.80437, 278.479, -3.64007, 32.1785, 270.267, -1.04737, 38.1317, 250.992, 11.7162, 0, 0, 1, 1, 1, 0.940423, 0, 3.58178, 188.5, 55.4223, 0.845138, 189.182, 53.0348, 3.19029, 1, G06
-0.270234, 0.106129, -0.956927, -0.0685095, -0.847512, -0.526337, -4.51959e-06, 0.809174, -0.587569, 0.141967, 0.790399, -0.595915, 0.0471763, 0.850816, -0.523342, -44.0811, 157.876, 6.4362, -32.4511, 165.902, -8.22679, 0.822119, 280.36, -10.7777, 34.0922, 270.591, -8.26843, 43.7646, 251.712, 7.47951, -38.39, 162.42, 1.92033, -29.5175, 174.094, -8.29572, 1.03193, 278.341, -5.01709, 32.4686, 270.166, -1.75287, 40.6015, 250.228, 10.9798, 0, 0, 1, 1, 1, 0.910662, 0, 5.03211, 186.872, 55.0332, 1.7476, 188.805, 53.6496, 3.1918, 1, G06
-0.289184, 0.638997, -0.71278, -0.412594, -0.475702, -0.776836, -0.493082, -0.59486, -0.634832, 0.293327, -0.954493, 0.0538676, 0.0959518, -0.978763, 0.181155, -52.8035, 201.064, -30.0752, -70.4588, 179.043, -22.0085, -67.2172, 173.365, -30.5129, -10.2996, 170.553, -2.97155, -2.22318, 180.525, -7.1614, -50.3719, 197.301, -26.453, -70.1229, 181.541, -19.015, -66.7913, 177.072, -28.1203, -13.0891, 165.417, -3.72837, -4.16403, 175.063, -6.08971, 0, 0, 0, 0, 0, 0.901999, 1, -6.86866, 194.853, 22.0507, -12.6384, 189.422, 36.4293, 1.57152, 2, G07
-0.344283, 0.611447, -0.712462, -0.393015, -0.567868, -0.723233, -0.507077, -0.638053, -0.579449, 0.251113, -0.964023, 0.0871894, 0.0786291, -0.972225, 0.220443, -53.6442, 200.636, -29.9937, -68.549, 176.407, -19.4475, -67.8822, 173.445, -28.2256, -11.7957, 171.081, -3.54921, -2.78098, 180.342, -8.59969, -50.6598, 197.869, -26.8603, -67.7214, 179.209, -18.2915, -64.7383, 175.41, -26.4443, -13.1072, 166.756, -3.8549, -4.24494, 177.875, -7.20351, 0, 0, 0, 0, 0, 0.915891, 1, -5.48583, 196.083, 20.2535, -10.8382, 191.225, 31.9455, 1.53549, 0, G07
-0.334479, 0.638176, -0.693437, -0.390546, -0.526173, -0.755391, -0.496383, -0.616089, -0.611586, 0.209959, -0.97724, 0.030326, 0.0417365, -0.983963, 0.173421, -56.6748, 201.911, -30.5015, -71.1034, 178.538, -21.4516, -69.3351, 174.167, -30.1664, -15.8049, 172.582, -5.47144, -5.85415, 182.103, -9.48111, -52.0318, 198.076, -26.6354, -68.3844, 179.651, -17.8306, -66.4234, 176.469, -26.2097, -13.9238, 168.271, -4.35901, -4.78895, 179.001, -7.85024, 0, 0, 0, 0, 0, 0.926629, 1, -8.30874, 195.674, 20.3143, -10.5432, 191.661, 30.8749, 1.49699, 2, G07
-0.341376, 0.605028, -0.719307, -0.425796, -0.528608, -0.734351, -0.529223, -0.612226, -0.587454, 0.30826, -0.946758, 0.092869, 0.153245, -0.965765, 0.209318, -57.6742, 199.132, -31.1936, -74.3151, 176.463, -21.2356, -73.1142, 172.484, -30.1662, -13.8354, 170.156, -4.74519, -5.09097, 180.041, -10.4557, -53.2334, 197.647, -26.9232, -69.5998, 179.845, -18.0447, -69.964, 176.741, -27.6153, -14.5861, 169.274, -4.78528, -5.39741, 179.878, -8.55486, 0, 0, 0, 0, 0, 0.903222, 1, -9.28415, 195.602, 18.4731, -10.3249, 192.085, 29.7032, 1.57949, 0, G07
-0.270476, 0.610657, -0.744272, -0.411406, -0.512215, -0.75391, -0.517581, -0.601544, -0.608486, 0.281927, -0.955238, 0.0896529, 0.116946, -0.972782, 0.200045, -60.2634, 205.423, -37.6053, -79.1339, 183.56, -26.1636, -77.6544, 179.478, -34.8857, -19.8802, 176.323, -7.95063, -10.9732, 186.129, -13.3546, -57.8607, 198.79, -31.3159, -76.2326, 182.66, -21.7815, -74.5968, 178.865, -30.8057, -17.1008, 171.707, -6.44368, -7.85289, 182.018, -10.7099, 0, 0, 0, 0, 0, 0.889268, 1, -15.2987, 201.359, 15.6429, -11.5107, 194.084, 25.8266, 1.56633, 0, G07
-0.341158, 0.58408, -0.73652, -0.422955, -0.565735, -0.707851, -0.520584, -0.652374, -0.550818, 0.303447, -0.945137, 0.12098, 0.15001, -0.958598, 0.242047, -63.9616, 200.799, -36.0759, -80.5402, 177.734, -22.8315, -79.3757, 173.147, -31.1664, -21.0896, 172.411, -7.13487, -12.553, 182.051, -13.2886, -59.8347, 198.441, -32.542, -78.0165, 181.155, -21.0969, -76.2825, 178.14, -30.3041, -18.7195, 172.684, -7.12853, -9.54885, 182.808, -11.8176, 0, 0, 0, 0, 0, 0.883516, 1, -16.0946, 198.858, 14.8661, -12.2536, 194.971, 23.8753, 1.57043, 0, G07
-0.404722, 0.586307, -0.701744, -0.415003, -0.570342, -0.70886, -0.516264, -0.651727, -0.555628, 0.227743, -0.972708, 0.0444041, 0.0791175, -0.971746, 0.222376, -66.4486, 200.503, -30.0188, -79.237, 177.137, -19.5214, -78.5785, 173.661, -28.1055, -23.9322, 174.208, -7.15804, -13.9667, 183.883, -11.2245, -62.0903, 199.22, -30.6996, -78.5011, 181.357, -20.3351, -76.6523, 178.206, -29.6788, -20.1614, 173.558, -7.47966, -10.6585, 183.524, -12.2769, 0, 0, 0, 0, 0, 0.946125, 1, -14.8595, 199.028, 17.9145, -12.8963, 195.84, 22.6341, 1.48701, 0, G07
